Time,data
1678419282.0172439,0.9229999780654907
1678419282.061448,0.9300000071525574
1678419282.064261,0.9279999732971191
1678419282.104964,0.9279999732971191
1678419282.1076746,0.9340000152587891
1678419282.149009,0.9150000214576721
1678419282.15158,0.9300000071525574
1678419282.192711,0.9340000152587891
1678419282.1981,0.921999990940094
1678419282.2408025,0.9330000281333923
1678419282.2850626,0.9269999861717224
1678419282.2878003,0.9290000200271606
1678419282.3311374,0.9200000166893005
1678419282.333938,0.9179999828338623
1678419282.3730385,0.9190000295639038
1678419282.3765988,0.9169999957084656
1678419282.41685,0.9179999828338623
1678419282.460996,0.9359999895095825
1678419282.46487,0.9160000085830688
1678419282.5051641,0.9259999990463257
1678419282.5075438,0.9279999732971191
1678419282.5492806,0.9449999928474426
1678419282.5515785,0.9259999990463257
1678419282.5929065,0.9210000038146973
1678419282.5985293,0.921999990940094
1678419282.6407738,0.9290000200271606
1678419282.6852264,0.9259999990463257
1678419282.6876051,0.9210000038146973
1678419282.728981,0.9279999732971191
1678419282.7315016,0.9269999861717224
1678419282.7731845,0.9269999861717224
1678419282.7760668,0.9210000038146973
1678419282.816833,0.9319999814033508
1678419282.8610768,0.9269999861717224
1678419282.8640373,0.9309999942779541
1678419282.9050474,0.9210000038146973
1678419282.9077294,0.9319999814033508
1678419282.949153,0.9279999732971191
1678419282.9520726,0.9279999732971191
1678419282.9932146,0.9290000200271606
1678419282.9984126,0.925000011920929
1678419283.041139,0.9240000247955322
1678419283.0852354,0.9319999814033508
1678419283.088015,0.9290000200271606
1678419283.1294606,0.9290000200271606
1678419283.1326673,0.9160000085830688
1678419283.1739666,0.9300000071525574
1678419283.1770627,0.9340000152587891
1678419283.2169335,0.9229999780654907
1678419283.2609515,0.9319999814033508
1678419283.2643697,0.9290000200271606
1678419283.305647,0.9269999861717224
1678419283.3091412,0.9290000200271606
1678419283.3491478,0.9279999732971191
1678419283.351914,0.9300000071525574
1678419283.3932223,0.9290000200271606
1678419283.3990834,0.9290000200271606
1678419283.4405494,0.9190000295639038
1678419283.484968,0.9290000200271606
1678419283.487403,0.9269999861717224
1678419283.5291104,0.925000011920929
1678419283.5316863,0.9319999814033508
1678419283.5734947,0.9330000281333923
1678419283.5771272,0.921999990940094
1678419283.6169484,0.9279999732971191
1678419283.6609528,0.9309999942779541
1678419283.6643205,0.921999990940094
1678419283.7052448,0.9210000038146973
1678419283.7079172,0.9309999942779541
1678419283.749049,0.9179999828338623
1678419283.7516537,0.921999990940094
1678419283.7932098,0.9259999990463257
1678419283.7984142,0.925000011920929
1678419283.8405316,0.9300000071525574
1678419283.884879,0.9269999861717224
1678419283.8874645,0.9240000247955322
1678419283.9288929,0.9279999732971191
1678419283.9316783,0.9259999990463257
1678419283.9727263,0.9269999861717224
1678419283.9761426,0.9269999861717224
1678419284.016827,0.9300000071525574
1678419284.0609505,0.925000011920929
1678419284.0632813,0.9179999828338623
1678419284.1050544,0.921999990940094
1678419284.1077802,0.9269999861717224
1678419284.1489806,0.9279999732971191
1678419284.1527994,0.9269999861717224
1678419284.1935534,0.9190000295639038
1678419284.2374876,0.9279999732971191
1678419284.2406209,0.9279999732971191
1678419284.28133,0.9300000071525574
1678419284.2850528,0.9300000071525574
1678419284.3251355,0.9269999861717224
1678419284.328589,0.9259999990463257
1678419284.3689792,0.9319999814033508
1678419284.3737414,0.9229999780654907
1678419284.4178393,0.9319999814033508
1678419284.4609976,0.9190000295639038
1678419284.463752,0.9279999732971191
1678419284.5049064,0.921999990940094
1678419284.507645,0.9229999780654907
1678419284.5492074,0.9300000071525574
1678419284.552607,0.9319999814033508
1678419284.5927372,0.921999990940094
1678419284.6383862,0.9290000200271606
1678419284.6410024,0.921999990940094
1678419284.6810207,0.9210000038146973
1678419284.6839578,0.9079999923706055
1678419284.7249835,0.9070000052452087
1678419284.7285056,0.8980000019073486
1678419284.7688391,0.8709999918937683
1678419284.7739737,0.8560000061988831
1678419284.8166595,0.8339999914169312
1678419284.86127,0.8199999928474426
1678419284.8639774,0.7900000214576721
1678419284.9049435,0.765999972820282
1678419284.9077005,0.7239999771118164
1678419284.948819,0.6959999799728394
1678419284.9522407,0.6520000100135803
1678419284.9931679,0.625
1678419285.0370638,0.6899999976158142
1678419285.040784,2.7699999809265137
1678419285.0810342,2.739000082015991
1678419285.083509,2.694999933242798
1678419285.124912,2.6640000343322754
1678419285.1276839,2.630000114440918
1678419285.1687458,2.6019999980926514
1678419285.1749003,2.5910000801086426
1678419285.216681,2.565999984741211
1678419285.2609022,2.5420000553131104
1678419285.2639751,2.5260000228881836
1678419285.3049076,2.505000114440918
1678419285.3081129,2.4809999465942383
1678419285.3487496,2.4579999446868896
1678419285.3514957,2.443000078201294
1678419285.3928704,2.4130001068115234
1678419285.4383452,2.3940000534057617
1678419285.440656,2.365999937057495
1678419285.4809945,2.3310000896453857
1678419285.48318,2.305999994277954
1678419285.5247936,2.2730000019073486
1678419285.5276048,2.242000102996826
1678419285.5687551,2.2160000801086426
1678419285.612839,2.187000036239624
1678419285.6154003,2.1589999198913574
1678419285.656934,2.122999906539917
1678419285.6592767,2.0950000286102295
1678419285.7007298,2.065999984741211
1678419285.704626,2.0429999828338623
1678419285.7447433,2.0139999389648438
1678419285.789051,1.9830000400543213
1678419285.7918332,1.965000033378601
1678419285.8328764,1.9429999589920044
1678419285.8358207,1.9160000085830688
1678419285.876975,1.8910000324249268
1678419285.8796058,1.8669999837875366
1678419285.9208632,1.840999960899353
1678419285.9264653,1.815999984741211
1678419285.9688654,1.7879999876022339
1678419286.0129466,1.7630000114440918
1678419286.015907,1.7369999885559082
1678419286.0570858,1.7109999656677246
1678419286.0604205,1.6829999685287476
1678419286.100949,1.6510000228881836
1678419286.104251,1.6269999742507935
1678419286.1450434,1.6059999465942383
1678419286.1892936,1.5759999752044678
1678419286.1927917,1.5449999570846558
1678419286.2332232,1.5149999856948853
1678419286.2366903,1.4859999418258667
1678419286.2778957,1.4589999914169312
1678419286.28147,1.4279999732971191
1678419286.3211472,1.4049999713897705
1678419286.3653364,1.378000020980835
1678419286.3684561,1.3580000400543213
1678419286.409337,1.3259999752044678
1678419286.4128149,1.2999999523162842
1678419286.4529133,1.2760000228881836
1678419286.456337,1.253999948501587
1678419286.4968235,1.222000002861023
1678419286.5411375,1.1920000314712524
1678419286.544716,1.1720000505447388
1678419286.5852013,1.1390000581741333
1678419286.5890958,1.1119999885559082
1678419286.628911,1.0889999866485596
1678419286.6322696,1.055999994277954
1678419286.673127,1.027999997138977
1678419286.7183852,1.0049999952316284
1678419286.7211747,0.9769999980926514
1678419286.7610748,0.9390000104904175
1678419286.7643003,0.9150000214576721
1678419286.8050034,0.8899999856948853
1678419286.8081532,0.8669999837875366
1678419286.8488917,0.8379999995231628
1678419286.854699,0.8159999847412109
1678419286.8967843,0.7860000133514404
1678419286.9408631,0.7620000243186951
1678419286.9441772,0.734000027179718
1678419286.9850667,0.7059999704360962
1678419286.9876413,0.6809999942779541
1678419287.0298278,0.6589999794960022
1678419287.0326905,0.6269999742507935
1678419287.0735629,0.6019999980926514
1678419287.1169841,0.578000009059906
1678419287.1207974,0.5479999780654907
1678419287.1609993,0.527999997138977
1678419287.1635122,0.4959999918937683
1678419287.205162,0.47200000286102295
1678419287.2091722,0.4480000138282776
1678419287.2490866,0.4269999861717224
1678419287.293386,0.4009999930858612
1678419287.301543,0.3709999918937683
1678419287.3371532,0.33799999952316284
1678419287.3474233,0.3199999928474426
1678419287.3808365,0.2879999876022339
1678419287.3906713,0.25999999046325684
1678419287.4249268,0.23800000548362732
1678419287.4691534,0.21699999272823334
1678419287.4775925,0.20900000631809235
1678419287.5132918,0.1940000057220459
1678419287.5214055,0.18199999630451202
1678419287.556995,0.1770000010728836
1678419287.565911,0.16599999368190765
1678419287.6007593,0.16300000250339508
1678419287.6448717,0.16099999845027924
1678419287.6532302,0.15299999713897705
1678419287.689176,0.15199999511241913
1678419287.699655,0.15000000596046448
1678419287.7332692,0.14800000190734863
1678419287.7424319,0.15299999713897705
1678419287.7767925,0.14900000393390656
1678419287.7851691,0.15299999713897705
1678419287.8246832,0.1550000011920929
1678419287.8689685,0.1550000011920929
1678419287.87758,0.15700000524520874
1678419287.9133399,0.15700000524520874
1678419287.9218032,0.16099999845027924
1678419287.9570904,0.164000004529953
1678419287.9667242,0.164000004529953
1678419288.0007453,0.16099999845027924
1678419288.0449343,0.1599999964237213
1678419288.0539007,0.1599999964237213
1678419288.0892751,0.16200000047683716
1678419288.0981808,0.164000004529953
1678419288.1327648,0.15600000321865082
1678419288.142809,0.16200000047683716
1678419288.1771615,0.1599999964237213
1678419288.221384,0.16200000047683716
1678419288.2303724,0.164000004529953
1678419288.2649732,0.15800000727176666
1678419288.275361,0.16099999845027924
1678419288.3092005,0.16200000047683716
1678419288.318864,0.1599999964237213
1678419288.353241,0.1589999943971634
1678419288.3970718,0.15700000524520874
1678419288.4063125,0.16300000250339508
1678419288.441057,0.1599999964237213
1678419288.450308,0.164000004529953
1678419288.4852521,0.16200000047683716
1678419288.494003,0.16200000047683716
1678419288.5288615,0.164000004529953
1678419288.5378654,0.1589999943971634
1678419288.576878,0.1599999964237213
1678419288.6209888,0.164000004529953
1678419288.631332,0.164000004529953
1678419288.6652288,0.16300000250339508
1678419288.674567,0.164000004529953
1678419288.7089481,0.16099999845027924
1678419288.7180574,0.1599999964237213
1678419288.7528684,0.164000004529953
1678419288.7972631,0.16300000250339508
